-50 -50 4
-49 -50 4
-50 -49 3.80423
-49 -49 3.80423
-50 -48 3.23607
-49 -48 3.23607
-50 -47 2.35114
-49 -47 2.35114
-50 -46 1.23607
-49 -46 1.23607
-50 -45 2.44929e-16
-49 -45 2.44929e-16
-50 -44 -1.23607
-49 -44 -1.23607
-50 -43 -2.35114
-49 -43 -2.35114
-50 -42 -3.23607
-49 -42 -3.23607
-50 -41 -3.80423
-49 -41 -3.80423
-50 -40 -4
-49 -40 -4
-50 -39 -3.80423
-49 -39 -3.80423
-50 -38 -3.23607
-49 -38 -3.23607
-50 -37 -2.35114
-49 -37 -2.35114
-50 -36 -1.23607
-49 -36 -1.23607
-50 -35 -7.34788e-16
-49 -35 -7.34788e-16
-50 -34 1.23607
-49 -34 1.23607
-50 -33 2.35114
-49 -33 2.35114
-50 -32 3.23607
-49 -32 3.23607
-50 -31 3.80423
-49 -31 3.80423
-50 -30 4
-49 -30 4
-50 -29 3.80423
-49 -29 3.80423
-50 -28 3.23607
-49 -28 3.23607
-50 -27 2.35114
-49 -27 2.35114
-50 -26 1.23607
-49 -26 1.23607
-50 -25 1.22465e-15
-49 -25 1.22465e-15
-50 -24 -1.23607
-49 -24 -1.23607
-50 -23 -2.35114
-49 -23 -2.35114
-50 -22 -3.23607
-49 -22 -3.23607
-50 -21 -3.80423
-49 -21 -3.80423
-50 -20 -4
-49 -20 -4
-50 -19 -3.80423
-49 -19 -3.80423
-50 -18 -3.23607
-49 -18 -3.23607
-50 -17 -2.35114
-49 -17 -2.35114
-50 -16 -1.23607
-49 -16 -1.23607
-50 -15 -1.71451e-15
-49 -15 -1.71451e-15
-50 -14 1.23607
-49 -14 1.23607
-50 -13 2.35114
-49 -13 2.35114
-50 -12 3.23607
-49 -12 3.23607
-50 -11 3.80423
-49 -11 3.80423
-50 -10 4
-49 -10 4
-50 -9 3.80423
-49 -9 3.80423
-50 -8 3.23607
-49 -8 3.23607
-50 -7 2.35114
-49 -7 2.35114
-50 -6 1.23607
-49 -6 1.23607
-50 -5 2.20436e-15
-49 -5 2.20436e-15
-50 -4 -1.23607
-49 -4 -1.23607
-50 -3 -2.35114
-49 -3 -2.35114
-50 -2 -3.23607
-49 -2 -3.23607
-50 -1 -3.80423
-49 -1 -3.80423
-50 0 -4
-49 0 -4
-50 1 -3.80423
-49 1 -3.80423
-50 2 -3.23607
-49 2 -3.23607
-50 3 -2.35114
-49 3 -2.35114
-50 4 -1.23607
-49 4 -1.23607
-50 5 4.4112e-15
-49 5 4.4112e-15
-50 6 1.23607
-49 6 1.23607
-50 7 2.35114
-49 7 2.35114
-50 8 3.23607
-49 8 3.23607
-50 9 3.80423
-49 9 3.80423
-50 10 4
-49 10 4
-50 11 3.80423
-49 11 3.80423
-50 12 3.23607
-49 12 3.23607
-50 13 2.35114
-49 13 2.35114
-50 14 1.23607
-49 14 1.23607
-50 15 1.02895e-14
-49 15 1.02895e-14
-50 16 -1.23607
-49 16 -1.23607
-50 17 -2.35114
-49 17 -2.35114
-50 18 -3.23607
-49 18 -3.23607
-50 19 -3.80423
-49 19 -3.80423
-50 20 -4
-49 20 -4
-50 21 -3.80423
-49 21 -3.80423
-50 22 -3.23607
-49 22 -3.23607
-50 23 -2.35114
-49 23 -2.35114
-50 24 -1.23607
-49 24 -1.23607
-50 25 -1.07794e-14
-49 25 -1.07794e-14
-50 26 1.23607
-49 26 1.23607
-50 27 2.35114
-49 27 2.35114
-50 28 3.23607
-49 28 3.23607
-50 29 3.80423
-49 29 3.80423
-50 30 4
-49 30 4
-50 31 3.80423
-49 31 3.80423
-50 32 3.23607
-49 32 3.23607
-50 33 2.35114
-49 33 2.35114
-50 34 1.23607
-49 34 1.23607
-50 35 -2.94163e-15
-49 35 -2.94163e-15
-50 36 -1.23607
-49 36 -1.23607
-50 37 -2.35114
-49 37 -2.35114
-50 38 -3.23607
-49 38 -3.23607
-50 39 -3.80423
-49 39 -3.80423
-50 40 -4
-49 40 -4
-50 41 -3.80423
-49 41 -3.80423
-50 42 -3.23607
-49 42 -3.23607
-50 43 -2.35114
-49 43 -2.35114
-50 44 -1.23607
-49 44 -1.23607
-50 45 2.45177e-15
-49 45 2.45177e-15
-50 46 1.23607
-49 46 1.23607
-50 47 2.35114
-49 47 2.35114
-50 48 3.23607
-49 48 3.23607
-50 49 3.80423
-49 49 3.80423
-49 -50 4
-48 -50 4
-49 -49 3.80423
-48 -49 3.80423
-49 -48 3.23607
-48 -48 3.23607
-49 -47 2.35114
-48 -47 2.35114
-49 -46 1.23607
-48 -46 1.23607
-49 -45 2.44929e-16
-48 -45 2.44929e-16
-49 -44 -1.23607
-48 -44 -1.23607
-49 -43 -2.35114
-48 -43 -2.35114
-49 -42 -3.23607
-48 -42 -3.23607
-49 -41 -3.80423
-48 -41 -3.80423
-49 -40 -4
-48 -40 -4
-49 -39 -3.80423
-48 -39 -3.80423
-49 -38 -3.23607
-48 -38 -3.23607
-49 -37 -2.35114
-48 -37 -2.35114
-49 -36 -1.23607
-48 -36 -1.23607
-49 -35 -7.34788e-16
-48 -35 -7.34788e-16
-49 -34 1.23607
-48 -34 1.23607
-49 -33 2.35114
-48 -33 2.35114
-49 -32 3.23607
-48 -32 3.23607
-49 -31 3.80423
-48 -31 3.80423
-49 -30 4
-48 -30 4
-49 -29 3.80423
-48 -29 3.80423
-49 -28 3.23607
-48 -28 3.23607
-49 -27 2.35114
-48 -27 2.35114
-49 -26 1.23607
-48 -26 1.23607
-49 -25 1.22465e-15
-48 -25 1.22465e-15
-49 -24 -1.23607
-48 -24 -1.23607
-49 -23 -2.35114
-48 -23 -2.35114
-49 -22 -3.23607
-48 -22 -3.23607
-49 -21 -3.80423
-48 -21 -3.80423
-49 -20 -4
-48 -20 -4
-49 -19 -3.80423
-48 -19 -3.80423
-49 -18 -3.23607
-48 -18 -3.23607
-49 -17 -2.35114
-48 -17 -2.35114
-49 -16 -1.23607
-48 -16 -1.23607
-49 -15 -1.71451e-15
-48 -15 -1.71451e-15
-49 -14 1.23607
-48 -14 1.23607
-49 -13 2.35114
-48 -13 2.35114
-49 -12 3.23607
-48 -12 3.23607
-49 -11 3.80423
-48 -11 3.80423
-49 -10 4
-48 -10 4
-49 -9 3.80423
-48 -9 3.80423
-49 -8 3.23607
-48 -8 3.23607
-49 -7 2.35114
-48 -7 2.35114
-49 -6 1.23607
-48 -6 1.23607
-49 -5 2.20436e-15
-48 -5 2.20436e-15
-49 -4 -1.23607
-48 -4 -1.23607
-49 -3 -2.35114
-48 -3 -2.35114
-49 -2 -3.23607
-48 -2 -3.23607
-49 -1 -3.80423
-48 -1 -3.80423
-49 0 -4
-48 0 -4
-49 1 -3.80423
-48 1 -3.80423
-49 2 -3.23607
-48 2 -3.23607
-49 3 -2.35114
-48 3 -2.35114
-49 4 -1.23607
-48 4 -1.23607
-49 5 4.4112e-15
-48 5 4.4112e-15
-49 6 1.23607
-48 6 1.23607
-49 7 2.35114
-48 7 2.35114
-49 8 3.23607
-48 8 3.23607
-49 9 3.80423
-48 9 3.80423
-49 10 4
-48 10 4
-49 11 3.80423
-48 11 3.80423
-49 12 3.23607
-48 12 3.23607
-49 13 2.35114
-48 13 2.35114
-49 14 1.23607
-48 14 1.23607
-49 15 1.02895e-14
-48 15 1.02895e-14
-49 16 -1.23607
-48 16 -1.23607
-49 17 -2.35114
-48 17 -2.35114
-49 18 -3.23607
-48 18 -3.23607
-49 19 -3.80423
-48 19 -3.80423
-49 20 -4
-48 20 -4
-49 21 -3.80423
-48 21 -3.80423
-49 22 -3.23607
-48 22 -3.23607
-49 23 -2.35114
-48 23 -2.35114
-49 24 -1.23607
-48 24 -1.23607
-49 25 -1.07794e-14
-48 25 -1.07794e-14
-49 26 1.23607
-48 26 1.23607
-49 27 2.35114
-48 27 2.35114
-49 28 3.23607
-48 28 3.23607
-49 29 3.80423
-48 29 3.80423
-49 30 4
-48 30 4
-49 31 3.80423
-48 31 3.80423
-49 32 3.23607
-48 32 3.23607
-49 33 2.35114
-48 33 2.35114
-49 34 1.23607
-48 34 1.23607
-49 35 -2.94163e-15
-48 35 -2.94163e-15
-49 36 -1.23607
-48 36 -1.23607
-49 37 -2.35114
-48 37 -2.35114
